review_id,reviewer_id,book_id,rating
2849049,28539,AD222,4
2851885,28603,AD222,3
2859347,28640,AD222,4
2863635,28671,AD222,3
2870631,28737,AD222,4
2869458,28752,AD222,3
2871153,28764,AD222,5
2879960,28859,AD222,5
2890937,28946,AD222,3
2890254,28956,AD222,5
2892638,28964,AD222,5
2890974,28983,AD222,4
2901853,29071,AD222,5
2917672,29248,AD222,4
2920176,29277,AD222,2
2937349,29422,AD222,3
2939250,29442,AD222,4
2949850,29548,AD222,3
2958838,29626,AD222,5
2965038,29688,AD222,4
2966659,29725,AD222,5
2968864,29752,AD222,2
2974332,29775,AD222,5
2984687,29933,AD222,3
2993075,30005,AD222,5
2999332,30025,AD222,5
2997454,30028,AD222,5
3003833,30071,AD222,4
3002676,30102,AD222,3
3011855,30173,AD222,4
3018957,30246,AD222,4
3022344,30267,AD222,4
3037250,30422,AD222,1
3040844,30452,AD222,5
3044130,30471,AD222,4
3046472,30536,AD222,1
3051752,30569,AD222,3
3058636,30622,AD222,3
3060140,30641,AD222,5
3061637,30653,AD222,5
3060848,30656,AD222,4
3059970,30669,AD222,4
3064833,30681,AD222,4
3065050,30700,AD222,2
3082264,30886,AD222,4
3089176,30967,AD222,5
3099541,31036,AD222,5
3097867,31045,AD222,3
3103080,31110,AD222,4
3106152,31113,AD222,4
3102889,31117,AD222,5
3105365,31118,AD222,5
3113645,31181,AD222,4
3115072,31222,AD222,5
3114489,31233,AD222,5
3122234,31256,AD222,3
3127744,31321,AD222,4
3131167,31378,AD222,5
3137337,31410,AD222,5
3136153,31414,AD222,5
3135678,31434,AD222,4
3138279,31461,AD222,5
3143047,31477,AD222,5
3149680,31576,AD222,5
3157242,31614,AD222,4
3158532,31617,AD222,4
3163477,31711,AD222,4
3175440,31794,AD222,4
3178478,31862,AD222,5
3179978,31877,AD222,4
3186177,31938,AD222,4
3192459,31983,AD222,1
3195456,32010,AD222,3
3198657,32043,AD222,4
3202063,32083,AD222,4
3200288,32090,AD222,3
3205932,32091,AD222,5
3203787,32124,AD222,4
3209539,32134,AD222,5
3216932,32201,AD222,5
3216561,32226,AD222,5
3216668,32234,AD222,5
3219972,32271,AD222,5
3228871,32359,AD222,3
3240452,32456,AD222,5
3241460,32474,AD222,4
3243457,32491,AD222,5
3258169,32650,AD222,5
3262752,32679,AD222,4
3273843,32781,AD222,4
3277975,32854,AD222,5
3281060,32870,AD222,5
3281384,32897,AD222,3
3297057,33027,AD222,5
3296975,33044,AD222,5
3298967,33056,AD222,5
3300775,33082,AD222,4
3303661,33097,AD222,5
3303186,33117,AD222,5
3308637,33123,AD222,4
3314687,33233,AD222,3
3319162,33253,AD222,3
3325245,33297,AD222,4
3335141,33392,AD222,5
3332480,33404,AD222,4
3337940,33419,AD222,5
3334687,33433,AD222,4
3350641,33547,AD222,3
3356376,33639,AD222,3
3393646,33982,AD222,5
3403035,34065,AD222,4
3409947,34146,AD222,5
3421076,34286,AD222,5
3422178,34299,AD222,5
3423881,34319,AD222,4
3436578,34443,AD222,5
3445036,34486,AD222,5
3445855,34513,AD222,5
3452147,34568,AD222,5
3458153,34634,AD222,4
3471136,34747,AD222,3
3472439,34763,AD222,3
3482741,34868,AD222,4
3481754,34871,AD222,4
3485577,34932,AD222,4
3495777,35034,AD222,2
3495389,35042,AD222,5
3504550,35095,AD222,5
3505962,35121,AD222,4
3521037,35247,AD222,3
3546741,35508,AD222,5
3572686,35812,AD222,3
3582932,35861,AD222,4
3579469,35863,AD222,4
3582550,35875,AD222,4
3589752,35949,AD222,5
3591441,35955,AD222,3
3592969,35998,AD222,4
3596673,36039,AD222,4
3599984,36083,AD222,4
3603189,36120,AD222,5
3636773,36440,AD222,5
3642930,36459,AD222,3
3641584,36499,AD222,4
3643987,36526,AD222,5
3652652,36578,AD222,1
3658657,36643,AD222,4
3662664,36690,AD222,2
3662475,36699,AD222,5
3666340,36703,AD222,5
3665983,36742,AD222,5
3672254,36776,AD222,3
3676742,36809,AD222,4
3675456,36810,AD222,3
3675566,36821,AD222,5
3683139,36870,AD222,4
3681465,36879,AD222,2
3681369,36882,AD222,5
3688435,36919,AD222,5
3694131,36972,AD222,5
3696165,37026,AD222,3
3697568,37043,AD222,3
3705537,37092,AD222,3
3706379,37142,AD222,4
3708955,37144,AD222,5
3713335,37168,AD222,5
3713250,37182,AD222,5
3721237,37249,AD222,5
3720263,37265,AD222,3
3723052,37282,AD222,5
3720776,37283,AD222,5
3720087,37287,AD222,5
3726665,37331,AD222,4
3729744,37341,AD222,3
3740841,37449,AD222,5
3740261,37463,AD222,4
3737988,37467,AD222,4
3738784,37471,AD222,5
3742355,37478,AD222,3
3749182,37573,AD222,3
3752367,37590,AD222,5
3753364,37597,AD222,5
3766765,37732,AD222,4
3766477,37741,AD222,4
3786956,37925,AD222,4
3800230,38032,AD222,3
3803470,38104,AD222,4
3806943,38112,AD222,3
3802887,38115,AD222,3
3806074,38134,AD222,5
3808756,38143,AD222,4
3816980,38249,AD222,4
3820490,38294,AD222,5
3825863,38321,AD222,2
3826588,38353,AD222,4
3833870,38408,AD222,4
3854669,38615,AD222,3
3860539,38644,AD222,5
3860582,38687,AD222,3
3863266,38698,AD222,5
3867843,38721,AD222,4
3870756,38763,AD222,3
3869581,38776,AD222,2
3877834,38812,AD222,1
3878447,38831,AD222,5
3879256,38848,AD222,4
3881965,38884,AD222,4
3886646,38912,AD222,4
3904242,39084,AD222,5
3910970,39179,AD222,5
3915083,39233,AD222,4
3919049,39239,AD222,5
3933648,39384,AD222,5
3937045,39415,AD222,4
3937972,39451,AD222,5
3943949,39488,AD222,5
3950142,39543,AD222,2
3948076,39556,AD222,5
3950577,39582,AD222,5
3953364,39597,AD222,4
3963173,39704,AD222,5
3969589,39784,AD222,5
3973960,39799,AD222,5
3981230,39842,AD222,3
3979476,39870,AD222,3
3985838,39896,AD222,5
3990753,39960,AD222,3
3991663,39979,AD222,5
3991177,39988,AD222,5
3993475,40009,AD222,2
3996070,40030,AD222,4
4001869,40087,AD222,5
4009452,40146,AD222,4
4014574,40219,AD222,5
4017647,40223,AD222,4
4017654,40230,AD222,3
4020671,40277,AD222,5
4028880,40368,AD222,2
4042143,40464,AD222,5
4044459,40503,AD222,3
4047543,40518,AD222,4
4045982,40541,AD222,4
4054350,40593,AD222,4
4053383,40616,AD222,3
4062343,40666,AD222,3
4060862,40670,AD222,4
4068055,40735,AD222,5
4069442,40736,AD222,5
4072082,40802,AD222,5
4075474,40828,AD222,5
4085734,40891,AD222,4
4085886,40944,AD222,3
4089372,40965,AD222,4
4095978,41037,AD222,3
4104641,41087,AD222,5
4103763,41100,AD222,5
4116384,41247,AD222,5
4122133,41254,AD222,5
4122236,41258,AD222,5
4128431,41315,AD222,5
4136371,41434,AD222,5
4135382,41435,AD222,4
4144870,41518,AD222,4
4151135,41546,AD222,3
4150080,41580,AD222,5
4157165,41636,AD222,5
4160050,41650,AD222,4
4160845,41653,AD222,5
4163678,41714,AD222,3
4168275,41757,AD222,3
4172543,41768,AD222,5
4182376,41899,AD222,3
4189761,41958,AD222,2
4190486,41990,AD222,5
4204670,42116,AD222,4
4210058,42158,AD222,4
4223868,42306,AD222,4
4222289,42311,AD222,2
4225460,42314,AD222,4
4229030,42320,AD222,2
4240044,42444,AD222,5
4243260,42492,AD222,4
4257358,42631,AD222,3
4261030,42640,AD222,4
4257867,42645,AD222,5
4262735,42662,AD222,4
4263851,42689,AD222,5
4280484,42888,AD222,5
4288852,42940,AD222,5
4294641,42987,AD222,3
4295549,43004,AD222,5
4295168,43019,AD222,5
4303234,43066,AD222,5
4318832,43220,AD222,3
4326188,43349,AD222,3
4330857,43365,AD222,4
4353062,43592,AD222,5
4355568,43623,AD222,3
4379233,43825,AD222,3
4379779,43876,AD222,4
4379681,43877,AD222,5
4394454,43998,AD222,5
4402967,44096,AD222,5
4403963,44102,AD222,5
4428033,44313,AD222,4
4429751,44348,AD222,5
4430150,44351,AD222,3
4435149,44400,AD222,5
4435755,44412,AD222,3
4438073,44453,AD222,5
4438966,44455,AD222,2
4439577,44472,AD222,3
4447538,44513,AD222,4
4456235,44597,AD222,3
4467379,44752,AD222,3
4490490,44994,AD222,4
4495377,45030,AD222,5
4505364,45117,AD222,4
4526746,45313,AD222,4
4538168,45449,AD222,5
4573241,45773,AD222,4
4574034,45774,AD222,5
4582054,45874,AD222,5
4595751,46008,AD222,4
4597342,46015,AD222,4
4614363,46206,AD222,4
4637384,46457,AD222,5
4661065,46675,AD222,5
4663175,46706,AD222,4
4666947,46716,AD222,4
4684339,46882,AD222,5
4680680,46886,AD222,3
4681979,46898,AD222,3
4689549,46944,AD222,4
4686989,46958,AD222,3
4700233,47035,AD222,4
4709343,47136,AD222,4
4736850,47418,AD222,4
4742578,47503,AD222,4
4751767,47584,AD222,5
4784766,47913,AD222,5
4796750,48017,AD222,3
4797669,48045,AD222,5
4801275,48087,AD222,5
4816289,48251,AD222,4
4822541,48266,AD222,4
4830942,48351,AD222,4
4836554,48419,AD222,5
4834774,48421,AD222,5
4834385,48428,AD222,5
4851434,48548,AD222,4
4849680,48576,AD222,5
4851673,48589,AD222,5
4856341,48604,AD222,5
4857533,48608,AD222,4
4860340,48643,AD222,5
4864248,48690,AD222,5
4876953,48822,AD222,4
4888752,48939,AD222,4
4892162,48983,AD222,4
4910277,49179,AD222,5
4914945,49194,AD222,3
4923450,49284,AD222,3
4935441,49395,AD222,5
4943844,49482,AD222,4
4948534,49519,AD222,4
4953462,49596,AD222,3
4971884,49802,AD222,4
4985237,49889,AD222,4
4985645,49901,AD222,5
4989266,49958,AD222,4
4992971,50000,AD222,4
4999049,50039,AD222,3
5003374,50107,AD222,5
5004287,50129,AD222,4
5009541,50136,AD222,5
5007975,50154,AD222,4
5012872,50200,AD222,4
5026970,50339,AD222,4
5031545,50360,AD222,3
5048469,50553,AD222,5
5076236,50798,AD222,5
5074987,50836,AD222,5
5085041,50891,AD222,5
5086054,50914,AD222,5
5086284,50946,AD222,4
5097788,51065,AD222,5
5102743,51070,AD222,5
5103066,51096,AD222,4
5107737,51114,AD222,4
5108484,51168,AD222,5
5112664,51190,AD222,5
5113972,51211,AD222,5
5122588,51313,AD222,5
5128258,51340,AD222,5
5139239,51431,AD222,3
5146270,51532,AD222,5
5150137,51538,AD222,5
5145688,51544,AD222,5
5162973,51702,AD222,4
5173161,51792,AD222,2
5173367,51800,AD222,4
5176878,51846,AD222,3
5194577,52022,AD222,4
5195880,52038,AD222,5
5202037,52057,AD222,3
5208467,52151,AD222,3
5216230,52192,AD222,4
5217358,52231,AD222,3
5224471,52315,AD222,5
5240281,52483,AD222,4
5260547,52652,AD222,4
5267735,52712,AD222,4
5270443,52747,AD222,4
5279446,52840,AD222,5
5280746,52853,AD222,3
5282482,52906,AD222,4
5291174,52985,AD222,4
5305786,53143,AD222,5
5313987,53226,AD222,4
5326431,53295,AD222,4
5332181,53402,AD222,3
25164,315,AK974,5
53160,591,AK974,2
90167,968,AK974,2
112272,1194,AK974,4
126052,1312,AK974,3
124374,1317,AK974,5
126468,1332,AK974,4
147082,1552,AK974,3
151554,1569,AK974,4
151584,1599,AK974,4
169654,1750,AK974,3
173681,1817,AK974,3
179470,1864,AK974,4
185488,1942,AK974,5
197052,2022,AK974,4
215346,2199,AK974,3
243871,2509,AK974,5
265534,2689,AK974,3
267443,2717,AK974,3
277042,2812,AK974,5
285581,2936,AK974,4
291247,2959,AK974,4
295443,2997,AK974,5
355435,3589,AK974,5
368183,3764,AK974,5
374731,3778,AK974,4
378575,3860,AK974,3
387439,3913,AK974,4
399778,4075,AK974,3
407759,4136,AK974,4
408973,4162,AK974,3
414162,4203,AK974,4
428033,4313,AK974,4
428462,4346,AK974,4
433184,4415,AK974,4
434484,4428,AK974,4
445569,4524,AK974,5
466055,4715,AK974,4
512760,5187,AK974,4
534536,5381,AK974,4
530890,5398,AK974,3
536142,5403,AK974,5
533083,5413,AK974,4
532688,5414,AK974,3
540959,5468,AK974,5
559086,5676,AK974,4
569268,5760,AK974,5
571954,5773,AK974,3
574874,5822,AK974,2
589740,5937,AK974,3
595434,5988,AK974,5
590683,5989,AK974,3
597470,6044,AK974,4
614574,6219,AK974,4
624147,6288,AK974,5
626067,6327,AK974,2
627374,6347,AK974,4
634570,6415,AK974,5
638766,6453,AK974,5
643735,6472,AK974,5
667761,6738,AK974,2
679684,6880,AK974,5
685855,6913,AK974,5
683282,6914,AK974,3
689138,6929,AK974,5
689247,6939,AK974,4
694042,6982,AK974,4
706131,7092,AK974,4
705467,7121,AK974,4
706374,7137,AK974,5
729540,7335,AK974,5
731173,7384,AK974,5
740378,7481,AK974,5
745234,7486,AK974,3
745066,7516,AK974,3
743880,7518,AK974,5
758674,7660,AK974,5
763732,7669,AK974,4
766739,7706,AK974,5
782437,7861,AK974,5
786339,7902,AK974,4
791136,7947,AK974,3
802549,8074,AK974,4
802959,8088,AK974,5
804773,8120,AK974,5
810333,8136,AK974,4
818647,8233,AK974,4
827733,8310,AK974,5
847948,8527,AK974,4
845376,8529,AK974,4
857447,8621,AK974,4
863034,8664,AK974,5
860480,8684,AK974,5
868146,8727,AK974,5
870259,8761,AK974,4
868683,8769,AK974,4
892877,9005,AK974,4
908572,9157,AK974,4
923073,9303,AK974,4
933163,9394,AK974,4
950741,9548,AK974,4
949864,9562,AK974,5
965254,9706,AK974,5
978559,9844,AK974,4
981140,9851,AK974,5
984244,9886,AK974,5
994989,10038,AK974,4
1002035,10055,AK974,4
1004744,10091,AK974,4
1003483,10117,AK974,5
1010930,10139,AK974,5
1015730,10187,AK974,5
1027236,10308,AK974,4
1028160,10341,AK974,4
1029484,10378,AK974,3
1033090,10420,AK974,4
1034285,10427,AK974,4
1046287,10549,AK974,3
1050373,10576,AK974,5
1065934,10693,AK974,4
1065743,10700,AK974,4
1062873,10701,AK974,5
1067342,10715,AK974,5
1075634,10790,AK974,5
1075057,10807,AK974,4
1078736,10823,AK974,5
1090540,10945,AK974,4
1091432,10946,AK974,3
1104540,11085,AK974,3
1105378,11131,AK974,5
1109144,11135,AK974,2
1118155,11236,AK974,5
1121261,11273,AK974,5
1125872,11330,AK974,4
1129865,11363,AK974,5
1132089,11409,AK974,5
1136062,11422,AK974,4
1138837,11425,AK974,5
1137586,11461,AK974,4
1153278,11610,AK974,3
1155077,11627,AK974,5
1157575,11650,AK974,4
1163448,11682,AK974,4
1166151,11712,AK974,4
1180869,11877,AK974,4
1184637,11883,AK974,5
1186365,11928,AK974,5
1185181,11932,AK974,4
